timestamp,high,low,close
1784759400,29089,29076.5,29080
1784759700,29085,29044.25,29048
1784760000,29056.5,29040,29045.75
1784760300,29065,29039,29062.5
1784760600,29079.25,29056.25,29079
1784760900,29084.75,29068.25,29071.75
1784761200,29081,29025.75,29040.75
1784761500,29043.25,29031.5,29033.75
1784761800,29068,29029,29063.25
1784762100,29067,29035.75,29042.5
1784762400,29057,29042.25,29056.75
1784762700,29064.25,29046,29058.5
1784763000,29077.75,29057.75,29071.5
1784763300,29084,29070.75,29079.75
1784763600,29098.25,29079.25,29097
1784763900,29141.25,29091.25,29128
1784764200,29136,29118,29126.75
1784764500,29144,29119.25,29142.75
1784764800,29163.5,29132,29156
1784765100,29173,29156.25,29165.5
1784765400,29170,29143.5,29167.75
1784765700,29210.5,29155.25,29199
1784766000,29234.75,29200,29232.5
1784766300,29256.5,29224.75,29228
1784766600,29243.25,29218.25,29238.5
1784766900,29249.75,29230.75,29239.75
1784767200,29247,29231,29234.5
1784767500,29246,29229,29243.75
1784767800,29283,29232,29267.25
